,PlayerName,Embeddings,ImagePath
138,lisandro martinez,"[-1.4860334396362305, 0.9500330686569214, -1.266867756843567, 1.4406708478927612, 0.7246682643890381, 0.8644518256187439, -0.280621200799942, -0.6592627167701721, 1.8311452865600586, -0.547322154045105, 1.0709428787231445, -0.06749692559242249, -2.1128783226013184, -1.163700819015503, 0.09874825179576874, 0.385611355304718, 0.37535184621810913, 0.5052469372749329, -1.7762322425842285, 0.9749472737312317, -0.3564773201942444, -0.20264554023742676, 0.7088003158569336, -0.5813172459602356, -0.48028823733329773, 0.24389362335205078, 0.242198646068573, 0.4454349875450134, -1.3410394191741943, 0.9418453574180603, 0.41786855459213257, -1.239316701889038, -1.7293541431427002, 0.11084163933992386, 1.4267760515213013, 0.6354583501815796, -1.3543412685394287, -0.7585235834121704, 0.05827069282531738, -0.17798273265361786, -1.278275489807129, -1.2311996221542358, -1.5467478036880493, -0.6438024044036865, 1.9685211181640625, -1.5215702056884766, 1.3624974489212036, 0.13526535034179688, -0.38146471977233887, 1.4312092065811157, -1.6912431716918945, 0.04237108305096626, 1.9339931011199951, 0.8627627491950989, -0.9053481221199036, -0.5414779782295227, 2.210819721221924, 0.7500520944595337, -2.2940053939819336, -0.10007623583078384, -0.2386503517627716, 0.9737353920936584, 1.2888497114181519, 0.7904416918754578, 1.0825401544570923, 0.18770074844360352, 1.1270811557769775, 0.36312755942344666, 0.24593472480773926, -0.03310978040099144, 1.5385692119598389, -0.9989974498748779, -0.9852085709571838, 0.15729449689388275, 0.20755110681056976, -0.6391676068305969, 0.14055617153644562, 0.002320941537618637, 0.6055518984794617, -0.13138407468795776, 0.3079512119293213, -1.7859047651290894, 1.56304931640625, -0.6942183375358582, -0.05214909464120865, 1.606719970703125, -0.14250099658966064, 0.7952175140380859, 0.544184684753418, -1.4011458158493042, 0.35075950622558594, -1.3822628259658813, -0.23173975944519043, 0.6302613019943237, 0.43459558486938477, 1.236975908279419, -2.18571138381958, 0.1619071513414383, -1.3574028015136719, 0.9848728179931641, 0.33751899003982544, 2.1484808921813965, -0.38417044281959534, -0.14967705309391022, 1.2156304121017456, -0.24184656143188477, -0.6397786736488342, -0.5168497562408447, 0.2967175841331482, -0.7598514556884766, -1.1130998134613037, 1.8273255825042725, 0.24267247319221497, 0.880940318107605, -1.3272489309310913, 0.015254132449626923, -1.663742184638977, 0.5202220678329468, 0.028874732553958893, 0.5541411638259888, -0.22145627439022064, -0.10934625566005707, 1.2312045097351074, -2.202854633331299, 0.8937628269195557, -0.6076576113700867, 1.5701639652252197, 0.023510538041591644]",/Users/sohail433/Downloads/cropped_433_images/lisandro martinez/1060--7--Copyright-ProShots-11646422.jpg
139,jack hendry,"[-0.9484570026397705, -0.6911818981170654, -1.7243504524230957, 0.9187980890274048, 0.11150457710027695, 1.8385156393051147, 0.9689182043075562, -0.06942702829837799, -0.7779013514518738, -0.16479924321174622, 1.5929434299468994, -2.180032253265381, 1.1271096467971802, -0.4301871359348297, 0.894679069519043, 0.09666454792022705, -0.4786730706691742, -1.0013904571533203, -1.4237709045410156, 0.270563006401062, -0.24186298251152039, 0.04507644101977348, -0.5447723269462585, -1.2774454355239868, 0.5176457762718201, -0.9885860085487366, -0.6294092535972595, 0.025226619094610214, 0.08360299468040466, 0.7338132858276367, 1.3065195083618164, -0.8579081296920776, 1.1361982822418213, 0.6508523225784302, 0.6541612148284912, 0.07238966226577759, 0.6882720589637756, 0.5169531106948853, 0.07506030797958374, -0.7089616060256958, 1.4819440841674805, 1.8958182334899902, 0.4533412754535675, -0.681774914264679, -0.16930922865867615, -2.410975456237793, 0.9669921398162842, 1.5725451707839966, 1.3555766344070435, -0.2944449484348297, -0.8127397894859314, -0.683072030544281, -0.40407031774520874, 1.3310987949371338, -1.4291727542877197, -0.3454354703426361, 1.4639590978622437, 0.9632980823516846, -0.9504265785217285, -0.6123656034469604, -0.8222675919532776, 0.8778284788131714, -0.03229602426290512, 2.103395700454712, 0.4890323877334595, -0.6100125312805176, -0.7046525478363037, 0.4145509600639343, 0.9087339043617249, -1.171184778213501, 0.48646047711372375, -0.6799962520599365, -2.099259614944458, 0.2772742509841919, -0.6890987157821655, 0.6763742566108704, 0.12255978584289551, 0.40643608570098877, 0.8448445796966553, 1.7328407764434814, 0.2895437479019165, -0.2808646559715271, 0.7561842203140259, -0.41808298230171204, 0.9349789023399353, 0.5375778675079346, 1.446061611175537, 2.2207508087158203, -1.4934171438217163, -0.030408628284931183, 0.47653675079345703, 0.748314380645752, 0.8513633608818054, 1.5130060911178589, -0.6908769011497498, 1.980283498764038, -1.801500678062439, -1.2152594327926636, -0.70304936170578, 0.8434725999832153, -0.9274100661277771, -0.37779971957206726, -0.826715350151062, 0.4644506573677063, -0.09150665998458862, 0.2891603708267212, -0.18643192946910858, -2.0590763092041016, 0.4963221549987793, -0.10301564633846283, -0.8689844608306885, -1.1175073385238647, -0.6488640308380127, 0.5429725646972656, -1.0663082599639893, -0.7900265455245972, -0.018307944759726524, -0.727535605430603, 0.5186089873313904, 0.7351521849632263, 0.07798824459314346, 0.49710509181022644, 1.0409536361694336, 0.3412352502346039, 0.011251881718635559, 0.4218125641345978, 0.6677202582359314, 0.5643097162246704]",/Users/sohail433/Downloads/cropped_433_images/jack hendry/94--2--GettyImages-1143289490.jpg
140,jack hendry,"[-2.2462751865386963, -1.3580416440963745, -1.9248063564300537, 1.0680186748504639, 1.1129521131515503, -0.4510159194469452, -0.415244460105896, -0.22013990581035614, 0.002410855144262314, 0.019240353256464005, 0.3321557939052582, -0.26006317138671875, -0.008109889924526215, -2.126394510269165, 0.2876873016357422, 0.33901727199554443, 0.4812767505645752, 0.8448727130889893, -1.296055555343628, 2.5329463481903076, 1.9814304113388062, -1.1881083250045776, -1.086127758026123, -1.6615372896194458, -0.6765915751457214, 0.17844051122665405, -0.7713888883590698, 0.8389869332313538, -0.013485901057720184, 1.3117059469223022, 2.603266477584839, -0.46488523483276367, 1.7141116857528687, -0.08057549595832825, -0.5872806310653687, -0.7406151294708252, 1.2110373973846436, -2.1630215644836426, -1.4750275611877441, -1.117686152458191, -1.1879243850708008, 1.9262510538101196, 0.36804407835006714, 0.19964390993118286, 0.45268577337265015, -2.2343626022338867, 1.0272667407989502, 1.5991367101669312, -0.4663534164428711, 0.24368710815906525, -0.924493134021759, -0.8698017597198486, -1.8466156721115112, 1.818916916847229, -0.19024956226348877, -1.0962353944778442, 0.5681726932525635, 1.7486377954483032, -0.29140496253967285, 0.2604410946369171, -0.5528214573860168, 0.581305742263794, 1.4961888790130615, 1.333685040473938, -0.8075696229934692, 0.9474388957023621, -0.6798080801963806, 1.549012541770935, 1.6687028408050537, -1.355872631072998, 0.41167229413986206, -2.5405876636505127, -1.6394767761230469, 0.2944830060005188, -0.33689141273498535, 1.0180655717849731, 0.617550253868103, -1.0397610664367676, 0.968871533870697, 0.22394050657749176, -0.8148587346076965, -1.1059412956237793, -0.11786827445030212, 0.08075157552957535, -0.36639779806137085, 0.7080708742141724, -0.42977240681648254, 1.5585618019104004, -0.33725830912590027, 0.5472272038459778, -0.6582667231559753, -0.8882744908332825, -0.17150235176086426, 0.9307935237884521, -1.8834583759307861, 0.5270978808403015, -2.2267580032348633, -1.6859036684036255, -0.8475871086120605, 1.0558092594146729, 0.28070592880249023, 0.9123437404632568, 0.4082728922367096, -0.5579886436462402, 0.1788146197795868, -1.036329984664917, -0.6101831793785095, -2.6290316581726074, -0.3224464952945709, 0.9011199474334717, -0.8084158897399902, -0.5832934975624084, -0.21064257621765137, 0.22324533760547638, 0.07666309922933578, -0.47065651416778564, -1.4919712543487549, -1.098878026008606, 0.2053070068359375, 0.5524296760559082, 0.43061619997024536, 0.6513952016830444, 0.0819631889462471, 0.054659754037857056, 0.24396921694278717, -0.8379443883895874, 1.7538858652114868, 1.2233127355575562]",/Users/sohail433/Downloads/cropped_433_images/jack hendry/761--0--GettyImages-524360504.jpg
141,jack hendry,"[-1.8645317554473877, -1.860681414604187, -1.307278037071228, 0.7145562767982483, 0.7869711518287659, 0.07950147241353989, -0.34250307083129883, -0.20006395876407623, -1.291628122329712, 0.3009064793586731, 0.5780985951423645, -0.6142422556877136, 0.7567617893218994, -0.725275993347168, 0.246952086687088, 0.06127922236919403, 1.0864063501358032, -1.3596227169036865, -0.917631208896637, 0.7190837860107422, 1.0293488502502441, -2.274130344390869, -0.41331467032432556, -1.2826998233795166, -0.5105472803115845, -0.9900286793708801, -0.22468812763690948, 1.1790956258773804, -0.6369585990905762, 1.8004637956619263, 1.332169771194458, 0.12491767108440399, -0.2782059907913208, 0.7010009288787842, -0.9487727880477905, -0.2618711590766907, 0.6234756112098694, -1.1427758932113647, -1.0312871932983398, 0.20152153074741364, 1.2108941078186035, 0.7277630567550659, 0.3277854323387146, 0.9340503215789795, 1.1430513858795166, -2.0926945209503174, 1.5835940837860107, 1.6206297874450684, 0.5363138318061829, -0.9168132543563843, -2.2630276679992676, 0.1184425950050354, -1.7199182510375977, 0.816916823387146, -2.1781747341156006, -0.5885872840881348, 1.7551021575927734, 1.9997293949127197, -0.2894948422908783, -0.5755248069763184, -1.2552621364593506, 0.3838806748390198, 0.3812967836856842, 2.1895945072174072, -1.307169795036316, -0.4010429382324219, 0.03739015758037567, -0.3096769452095032, 0.616060733795166, -1.8924002647399902, 0.5777881145477295, -1.5466545820236206, -0.2736886739730835, 1.3137913942337036, 0.43393152952194214, 0.3793542981147766, 1.3528636693954468, 0.6030257940292358, -0.19204378128051758, 0.12197032570838928, -0.8324757218360901, -0.8188328742980957, -0.5070121884346008, -1.5171321630477905, -0.4675731956958771, 0.5830245018005371, -0.09132766723632812, 0.5531438589096069, -1.6259417533874512, 1.1292405128479004, 0.0264463871717453, -0.9390448331832886, 0.3026673495769501, 0.2930915653705597, 0.190312922000885, 1.4750829935073853, -0.9033014178276062, -0.9856804609298706, -1.7653353214263916, 1.2001160383224487, -0.5782232880592346, 0.6695083379745483, 0.1751786172389984, -0.7174744606018066, 0.08255986124277115, -0.31031352281570435, 0.4539676904678345, -2.16483736038208, 0.32496681809425354, 0.1469663679599762, -1.472467303276062, 0.5197936296463013, 0.4835119843482971, -0.13870149850845337, -0.126949280500412, -0.5653598308563232, -0.22044798731803894, -0.8908028602600098, -1.0791276693344116, 0.2469095140695572, 0.07000963389873505, -0.013557013124227524, 0.7581229209899902, -0.21702882647514343, -0.000557631254196167, -0.5761638283729553, 1.4611903429031372, 1.198300838470459]",/Users/sohail433/Downloads/cropped_433_images/jack hendry/761--4--GettyImages-524360504.jpg
142,timo werner,"[0.23121893405914307, -0.7259260416030884, -0.7997828722000122, -0.8261399865150452, -1.0591835975646973, 0.5390558242797852, -2.1322476863861084, -1.0674045085906982, -0.7741665244102478, 1.6323027610778809, -0.4459025263786316, 0.2594459056854248, 1.7727662324905396, 0.6721571683883667, 1.1975104808807373, 1.527732014656067, 0.4296484887599945, -1.0154956579208374, 0.570050060749054, -0.4544660747051239, -0.018831491470336914, 0.514702320098877, -0.5073918700218201, 0.789398729801178, 2.099040985107422, 0.06601085513830185, 1.1785627603530884, 1.9248391389846802, 1.4763485193252563, 0.6674526333808899, -0.24484851956367493, 0.605949342250824, 1.0491613149642944, 1.405761957168579, -0.9389883279800415, 1.8074606657028198, -0.4267462193965912, 0.020288195461034775, -1.178983211517334, -0.43113598227500916, 0.6225457191467285, 1.7060794830322266, 0.1805567443370819, -0.020365387201309204, -0.878250241279602, -0.9172253012657166, -0.20942085981369019, -0.2668943703174591, 1.2320119142532349, -0.8019465208053589, 0.9813615083694458, -2.045985221862793, -1.0123169422149658, 1.5178396701812744, -0.6562976241111755, -0.4918583929538727, -1.2356696128845215, -1.3030354976654053, 1.7372432947158813, -0.5115245580673218, -0.8410626649856567, 0.7058101892471313, 0.5071616172790527, 0.6041575074195862, 0.735061764717102, -1.0997869968414307, -1.0003206729888916, -0.2594163119792938, 0.8868837356567383, -0.34641432762145996, -1.3884714841842651, 0.5948331356048584, 0.7403039336204529, -0.18432292342185974, 0.012121932581067085, 0.44002631306648254, 1.2071152925491333, -0.1728653609752655, 1.477962851524353, 0.26469022035598755, -1.0333865880966187, 0.24102942645549774, -0.6826295852661133, 2.235539197921753, 0.2884880602359772, -0.08891212940216064, 1.8778780698776245, 0.6565749049186707, -0.3454771339893341, 1.1224111318588257, 2.077904224395752, 1.2516846656799316, 0.8039361834526062, -0.4232357144355774, 0.3124459385871887, 1.2374802827835083, 0.5714278221130371, -1.101566195487976, 0.6020686030387878, 0.5208228826522827, -0.2182607203722, 0.5851813554763794, 0.3802000880241394, -0.2090238332748413, 0.2811000645160675, 0.3446923494338989, -2.153110980987549, 0.8711667060852051, 0.2518290877342224, -1.038779616355896, 1.5269067287445068, -2.3802804946899414, -2.077355146408081, 1.415531039237976, 2.2488303184509277, 0.17691965401172638, 0.8686895370483398, 0.6610667109489441, 1.0728869438171387, 0.023681383579969406, 0.9647894501686096, 0.0421273335814476, 0.058421872556209564, 0.7773566246032715, 1.001560926437378, -0.9801443815231323, 1.4321542978286743, -0.44956013560295105]",/Users/sohail433/Downloads/cropped_433_images/timo werner/384--7--GettyImages-106627272.jpg
143,timo werner,"[-0.04701496660709381, -0.7149078845977783, -0.2541700303554535, 0.2235727608203888, -1.3235628604888916, -0.8083498477935791, -0.08913292735815048, -0.7088404893875122, -1.0896350145339966, 1.6197096109390259, -0.42927128076553345, -0.5921439528465271, 1.8653695583343506, 0.07670143246650696, 0.8359668254852295, 1.8159139156341553, -0.9306131601333618, -0.606468677520752, 0.3954686224460602, 0.07755390554666519, 0.6161444187164307, 0.4689518213272095, -0.44808322191238403, -0.06479325145483017, 1.148101568222046, 0.6150453686714172, 2.087013006210327, 0.7085767984390259, 0.17047268152236938, 0.8474866151809692, -1.1402593851089478, 1.571578860282898, -1.1856719255447388, 1.5170872211456299, -0.3128228783607483, 2.359693765640259, -0.5986226797103882, -0.6894517540931702, -0.3637351393699646, 0.01635209657251835, 1.1468822956085205, 2.9236037731170654, 0.6757955551147461, 0.39137008786201477, -0.732416570186615, 1.254856824874878, 0.4715559184551239, -1.235124111175537, -0.3581746816635132, 0.23480229079723358, -1.657163381576538, -1.4006708860397339, 0.0287996307015419, 2.9944076538085938, -0.715304434299469, -2.5519001483917236, -1.7745249271392822, 0.9953945875167847, 0.19274276494979858, -1.8731698989868164, -1.004738450050354, 0.5536046624183655, -0.8417879939079285, -0.19502048194408417, 0.5567947030067444, -0.5172627568244934, -0.34204959869384766, -0.88959801197052, 0.9400190711021423, 0.09369705617427826, 0.28258487582206726, 1.5995680093765259, 0.5924767255783081, 0.41121339797973633, -1.1393150091171265, 0.5605430006980896, 0.2881792187690735, 1.2641661167144775, 2.12101411819458, 0.8014898300170898, -0.09229280054569244, -1.162794828414917, 0.3016109764575958, 0.5378656387329102, 0.866436779499054, -0.21155208349227905, 1.318282127380371, 0.6075911521911621, -0.5879465341567993, 0.8401067852973938, 1.9700353145599365, 1.5701950788497925, -0.41184887290000916, 0.9756299257278442, -0.3453635275363922, 2.2105448246002197, -0.30544841289520264, -0.6930106282234192, 0.9431648850440979, -0.00891677476465702, -0.6666874289512634, 1.5948940515518188, 0.05339546501636505, -1.4765485525131226, 0.06715170294046402, 0.47691112756729126, -1.1618133783340454, 2.127764940261841, -0.8132043480873108, -0.5622750520706177, 2.1192574501037598, -2.009161949157715, -0.4185348153114319, 0.9700947999954224, 0.9047564268112183, 2.180887222290039, 0.2793075144290924, -0.439362108707428, 0.22983688116073608, -0.33949363231658936, 0.5862545371055603, -0.41079431772232056, -0.5487019419670105, -0.7669219374656677, 0.36113405227661133, -1.157692313194275, 1.3560044765472412, -1.2023882865905762]",/Users/sohail433/Downloads/cropped_433_images/timo werner/665--9--GettyImages-1302327332.jpg
144,rodrigo,"[0.9490014314651489, 0.36145007610321045, -2.099684000015259, 0.8222572803497314, -0.06338761001825333, -0.9458782076835632, -1.810928463935852, 0.17675326764583588, 0.12108419090509415, -1.213243842124939, 0.715684711933136, -0.41503989696502686, 0.638481080532074, -0.48549965023994446, 0.03326062113046646, -1.0508697032928467, -1.831766963005066, 0.8934711217880249, -0.6579890251159668, -0.07856535166501999, -0.3007417917251587, 1.0560742616653442, 0.2542324364185333, -2.3275701999664307, -0.01553332433104515, -1.471913456916809, -2.073852062225342, 0.791657030582428, -0.6859601140022278, 2.4462597370147705, -0.934480607509613, -0.4009437561035156, -2.136981725692749, 0.24010378122329712, -1.234163761138916, 1.1669578552246094, 1.0891960859298706, -0.3392004072666168, -1.8966100215911865, -1.069850206375122, 2.231765031814575, 1.6976207494735718, 0.7691601514816284, -0.5932437777519226, 1.2170121669769287, -0.17744816839694977, 2.106412172317505, 0.8338738679885864, -0.37977880239486694, 1.930868148803711, -1.9243630170822144, -0.2027297019958496, 0.038088105618953705, 1.627145528793335, -2.6124496459960938, -0.4761759340763092, 0.3677506744861603, -0.19809705018997192, 0.31654560565948486, 0.4716239869594574, 0.9955818057060242, 0.6188833713531494, 0.6115843653678894, 1.2917485237121582, 1.403478980064392, 0.09397588670253754, -0.050454966723918915, -0.48296093940734863, -1.9730982780456543, -0.8578824996948242, 0.9515162110328674, 1.5807433128356934, -1.0654594898223877, 0.25826990604400635, -0.17895138263702393, -0.6109180450439453, 0.6058682203292847, 1.1128419637680054, -0.11525789648294449, -0.24492982029914856, -1.0857056379318237, -0.46139782667160034, 0.8395479917526245, 0.906816840171814, 0.48605024814605713, -1.505879521369934, -0.6537784337997437, 0.6197980642318726, 0.9598259925842285, -1.757516622543335, 0.8493869304656982, -0.02829468622803688, 0.44821101427078247, 0.8430326581001282, 0.11816398799419403, 0.5178060531616211, 0.2471764087677002, -0.1431838721036911, -0.2769007980823517, -0.8636319637298584, 1.6248780488967896, -0.5254104137420654, 0.9719532132148743, -1.1045199632644653, 0.47682058811187744, 1.9572283029556274, 0.06481388211250305, 0.6055757999420166, 0.597305417060852, 0.8643707633018494, 0.8803571462631226, -0.8855856657028198, -0.5970971584320068, 2.1544511318206787, 0.722597062587738, -0.9607851505279541, -0.5505771636962891, -0.8307734727859497, -1.1405295133590698, 1.0839416980743408, -0.09409241378307343, 0.9181331396102905, 0.03158137947320938, -0.3052339553833008, -0.48053812980651855, -0.8688405752182007, -0.8226780295372009, -0.7525721192359924]",/Users/sohail433/Downloads/cropped_433_images/rodrigo/1188--0--GettyImages-1305496231.jpg
145,rodrigo,"[-0.994831919670105, -0.05510558560490608, -0.7770320177078247, 0.6834701299667358, 0.9972596168518066, 0.0292667206376791, 0.39813682436943054, 0.12853221595287323, 0.8450867533683777, 0.23896750807762146, 0.43310174345970154, -1.304457664489746, 0.24313755333423615, -0.2763204574584961, -0.2596518099308014, -0.7729057669639587, -1.0883480310440063, -0.10380606353282928, -1.1527588367462158, -0.8925184011459351, -0.16538682579994202, -0.5206018090248108, 0.46091675758361816, -0.08685461431741714, 0.4702892601490021, 0.0646740049123764, 1.1753756999969482, 0.3139518201351166, -2.1223642826080322, -0.09718774259090424, -0.933307409286499, 0.09404744952917099, -0.761873722076416, -0.06678308546543121, 0.7650038003921509, 0.19491685926914215, 0.4832589626312256, -1.2312729358673096, 1.3245861530303955, -0.7947711944580078, 0.23564410209655762, -0.22570765018463135, -0.17565280199050903, -0.29434990882873535, 0.07298539578914642, -0.062246907502412796, 0.6506586670875549, -0.3203280568122864, -0.13023509085178375, 0.04529052600264549, -0.8435453176498413, 0.9518656134605408, 0.30287906527519226, 0.10055322200059891, -0.10893872380256653, 0.2139427661895752, 0.7645184993743896, -0.8222654461860657, -0.3261055052280426, 0.2659332752227783, 0.7141469120979309, 0.39025378227233887, 0.2180672436952591, 0.10373526811599731, 1.383104920387268, 0.03630708158016205, -0.9139949083328247, 0.7817790508270264, -0.0942838042974472, -0.12593144178390503, 0.21903102099895477, 0.9421117305755615, -1.1242619752883911, -0.6226314902305603, 0.41008466482162476, -0.01845882460474968, 0.1295919120311737, 0.5934319496154785, 0.4545177221298218, 0.04862232506275177, -0.18532949686050415, 0.0700928345322609, 1.1240953207015991, 0.46371784806251526, 0.49718397855758667, 0.40787360072135925, 0.0635480135679245, 0.0018826723098754883, -0.48460742831230164, -0.5706868171691895, 0.2490001767873764, 0.06944870948791504, -0.5025805234909058, 0.9804053902626038, 0.342282772064209, 1.3047367334365845, -0.8225242495536804, -0.14123165607452393, -0.7426393032073975, 0.2939940392971039, 0.2736474275588989, 0.34490877389907837, -0.28772658109664917, -1.1732786893844604, -0.47518080472946167, 0.08538749814033508, -0.8925501108169556, -0.2983003258705139, -0.3757462799549103, -0.42130976915359497, 0.24064232409000397, -0.3395978808403015, 0.19364038109779358, 0.11487782746553421, -0.09278838336467743, 1.3577412366867065, -0.36684662103652954, 0.8473208546638489, 0.007609933614730835, 1.5794848203659058, 0.006494786590337753, -0.2038099467754364, 0.8889444470405579, -0.25980144739151, -0.5344633460044861, -0.6314517259597778, 1.111448049545288, -0.21163316071033478]",/Users/sohail433/Downloads/cropped_433_images/rodrigo/78--8--GettyImages-1320725587.jpg
146,musa barrow,"[-1.29020094871521, -0.6029973030090332, -0.40456539392471313, 0.42041030526161194, 0.3672191798686981, -0.26486173272132874, 0.059503596276044846, 0.4672701954841614, -0.3279762268066406, -0.12735414505004883, 0.04012404382228851, -1.7764203548431396, 0.08408178389072418, -0.05111480876803398, 1.4884206056594849, 0.38921988010406494, -0.5625916719436646, -0.4378312826156616, -1.2524893283843994, -0.8646695613861084, 0.288364440202713, -0.03152981027960777, -0.1194755956530571, 1.3890116214752197, 0.3042406737804413, 0.749751627445221, 1.7356210947036743, 0.3951410949230194, 0.8195770978927612, -0.5530409812927246, -0.8109604716300964, 2.8450238704681396, 1.4743832349777222, 0.2275247573852539, 0.7578160762786865, -1.280281662940979, 0.9237737655639648, -1.2083513736724854, 1.1027779579162598, -1.9962546825408936, 0.09233230352401733, 0.7625274062156677, 0.28960877656936646, -1.2682206630706787, -0.13806891441345215, 1.539695382118225, 1.187424898147583, -1.8744244575500488, -0.16675153374671936, 0.28698229789733887, 0.9396852850914001, 0.5127407312393188, 1.3426135778427124, -0.6237049698829651, 1.149796724319458, -0.08526891469955444, 0.301428884267807, 0.14225086569786072, 1.2779992818832397, 0.005441166460514069, 1.065324306488037, 0.6987327337265015, -0.6570996642112732, 1.776715636253357, 0.7088379263877869, 0.24793121218681335, 1.3560682535171509, 0.10871132463216782, 1.2761949300765991, -0.16968947649002075, -0.13951925933361053, -1.5362820625305176, -1.0695945024490356, -0.8585289120674133, 0.022668763995170593, 0.33214521408081055, -0.24595554172992706, 0.1505477875471115, 0.29846516251564026, -0.41103339195251465, 0.2643202841281891, 1.035561203956604, 0.1405690312385559, 0.5526354908943176, -0.35198426246643066, 0.43973252177238464, 0.9988340735435486, -0.19339129328727722, -1.8644686937332153, -1.8792729377746582, -0.07941855490207672, 1.057659387588501, -1.6420879364013672, -0.028154414147138596, 1.3984456062316895, 0.2785659730434418, -0.4141399562358856, -1.544834017753601, -1.743934154510498, 0.5140459537506104, -2.28117036819458, -0.4985276162624359, -1.7419970035552979, 0.4698330760002136, -0.6485540270805359, -0.05640298128128052, -1.0381394624710083, -0.5808711051940918, 0.07382832467556, 2.0771212577819824, -1.6049526929855347, -1.228003978729248, -0.13033299148082733, 0.26863613724708557, -1.503943681716919, 0.5616509914398193, -1.0105326175689697, -1.156258225440979, -1.1081035137176514, 0.20110933482646942, -0.39376300573349, -0.38993754982948303, 1.652546763420105, -0.08478856086730957, 1.112958550453186, -0.4702792465686798, 2.5261332988739014, -0.10886536538600922]",/Users/sohail433/Downloads/cropped_433_images/musa barrow/244--6--GettyImages-1295691813.jpeg
147,musa barrow,"[-0.17468085885047913, -0.41539838910102844, 0.3228248059749603, 0.19197297096252441, -0.2882240116596222, 0.18889139592647552, 0.02773023024201393, -0.25232982635498047, -0.6979036331176758, 0.2558860778808594, -0.01791924238204956, -0.49450886249542236, 0.19057054817676544, 0.3656253516674042, 0.9386730194091797, -0.9348740577697754, 0.22854365408420563, 0.4415040612220764, -0.8514721393585205, -0.6532235145568848, -0.5243480205535889, -0.3006023168563843, -0.006380550563335419, 0.7644120454788208, 0.25809240341186523, 0.06778190284967422, 0.5100468397140503, -0.17854148149490356, 0.34919464588165283, 0.017293354496359825, 0.2614472806453705, 2.1096725463867188, 0.938996434211731, 0.2507242262363434, 0.902349591255188, -0.7993078231811523, 1.113429069519043, -0.8467011451721191, 0.570877730846405, -0.8952690362930298, 0.10672430694103241, 1.2056740522384644, 1.03318452835083, 0.14513534307479858, 0.5749666094779968, 0.9292777180671692, 1.3005338907241821, -1.534371256828308, 0.6799267530441284, 0.022585278376936913, 0.8401355743408203, -0.7428728342056274, 0.5393752455711365, -1.4028874635696411, 0.44954153895378113, 0.38662999868392944, 0.19013585150241852, 0.12110374867916107, 1.093337059020996, -0.34113460779190063, 0.8685521483421326, 0.6258056163787842, -0.6536686420440674, 0.6707507371902466, 0.6515327095985413, 0.988458514213562, 0.5728342533111572, 0.965093195438385, 1.4312516450881958, 0.20593570172786713, -0.16684141755104065, -0.6184660196304321, -0.8519560098648071, -0.9840362668037415, 0.3189425766468048, -0.14456884562969208, -0.36751312017440796, -1.0701038837432861, -0.6528988480567932, 0.07441025972366333, 0.7327762246131897, 0.47960928082466125, 0.02105279639363289, 1.2579526901245117, -0.2164403796195984, 0.2885308563709259, 0.7948859333992004, -0.23467259109020233, -1.8308520317077637, -0.6614083647727966, -0.5393168330192566, 0.8867915868759155, -1.8027838468551636, -0.3793298900127411, 0.6515104174613953, 0.6426897048950195, 0.19221186637878418, -0.9979465007781982, -0.8253424167633057, 0.6056110858917236, -2.026096820831299, -0.6439242959022522, -1.3966338634490967, -0.5235713124275208, -1.1489818096160889, 0.19789844751358032, -1.0834835767745972, -0.6435701847076416, 0.1635928750038147, 0.5265728235244751, -1.1209957599639893, -0.4356916546821594, -0.461355060338974, -0.0577947199344635, -0.3874501883983612, 0.9460186958312988, -0.697738766670227, -1.0549789667129517, -0.09805361181497574, 0.35368049144744873, -0.01437048614025116, -1.2134276628494263, 1.4319813251495361, -0.004975967574864626, 0.6604790687561035, -1.172724962234497, 1.1708359718322754, 0.028839658945798874]",/Users/sohail433/Downloads/cropped_433_images/musa barrow/3--3--GettyImages-1229821257.jpeg
